"","X.1","X","DyadId","ConflictId","Location","SideA","SideA2nd","SideB","SideBID","SideB2nd","Incompatibility","TerritoryName","Year","IntensityLevel","GWNoA","GWNoA2nd","GWNoB","GWNoB2nd","GWNoLoc","Region","South.East.Asia","Version","RelID","RelIDComm","RelIncomp","Jihadist","JihadistRebel","Demand","Med","MedComm","Region.1","East.Asia","Claim.Type","Few.to.many.demands","General.to.specific.aspirations","Unity.to.division","medrel","Nonrelincomp","mednonrel","jihadmed","nonjihadist","nonjihadistmed","relnonjihadmed","count","region","continent","StartYear","Duration","Period","post2001","rebstrength","obs","medlag","logdur","Terror_SideB","internationalized","noninternationalized","intermed","nonintermed"
"292",292,292,411,"1-137","Afghanistan","Government of Afghanistan","","Jam'iyyat-i Islami-yi Afghanistan","1134","",2,"",1991,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1975,16,1,0,"weaker",968,0,2.77258872223978,0,0,1,0,1
"293",293,293,411,"1-137","Afghanistan","Government of Afghanistan","","Jam'iyyat-i Islami-yi Afghanistan","1134","",2,"",1990,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1975,15,1,0,"weaker",969,1,2.70805020110221,0,0,1,0,0
"294",294,294,411,"1-137","Afghanistan","Government of Afghanistan","","Jam'iyyat-i Islami-yi Afghanistan","1134","",2,"",1992,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1975,17,1,0,"weaker",970,0,2.83321334405622,0,0,1,0,1
"295",295,295,411,"1-137","Afghanistan","Government of Afghanistan","Government of Russia (Soviet Union)","Jam'iyyat-i Islami-yi Afghanistan","1134","",2,"",1989,2,"700","365","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1975,14,1,0,"weaker",971,1,2.63905732961526,0,1,0,0,0
"296",296,296,411,"1-137","Afghanistan","Government of Afghanistan","","Jam'iyyat-i Islami-yi Afghanistan","1134","",2,"",1996,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1975,21,2,0,"weaker",972,0,3.04452243772342,0,0,1,0,1
"297",297,297,412,"1-137","Afghanistan","Government of Afghanistan","Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan","1141","",2,"",2008,1,"700","339, 900, 305, 373, 211, 355, 20, 344, 316, 390, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 367, 368, 212, 210, 920, 385, 770, 290, 235, 360, 317, 349, 230, 380, 640, 200, 2","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1980,28,4,1,"parity",973,1,3.3322045101752,0,1,0,0,0
"298",298,298,412,"1-137","Afghanistan","Government of Afghanistan","Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Jordan, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan","1141","",2,"",2010,1,"700","339, 371, 900, 305, 373, 211, 346, 355, 20, 344, 316, 390, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 663, 367, 368, 212, 343, 820, 712, 341, 210, 920, 385, 290, 235, 360, 830, 317, 349, 732, 230, 380, 640, 369, 696, 200, 2","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1980,30,5,1,"parity",975,0,3.40119738166216,0,1,0,1,0
"299",299,299,412,"1-137","Afghanistan","Government of Afghanistan","Government of Albania, Government of Australia, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan","1141","",2,"",2009,1,"700","339, 900, 373, 211, 346, 355, 20, 344, 316, 390, 366, 375, 220, 372, 260, 350, 310, 395, 325, 367, 368, 212, 343, 210, 920, 385, 770, 290, 235, 360, 830, 317, 349, 230, 380, 640, 369, 696, 200, 2","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1980,29,4,1,"parity",977,1,3.36729582998647,0,1,0,0,0
"300",300,300,412,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Islami-yi Afghanistan","1141","",2,"",2002,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",1980,22,3,1,"parity",979,0,3.09104245335832,0,0,1,0,0
"301",301,301,412,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Islami-yi Afghanistan","1141","",2,"",2006,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",1980,26,4,1,"parity",981,0,3.25809653802148,0,0,1,0,0
"302",302,302,412,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Islami-yi Afghanistan","1141","",2,"",1994,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1980,14,1,0,"weaker",984,0,2.63905732961526,0,0,1,0,1
"303",303,303,412,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Islami-yi Afghanistan","1141","",2,"",1991,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1980,11,1,0,"weaker",986,1,2.39789527279837,0,0,1,0,1
"304",304,304,412,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Islami-yi Afghanistan","1141","",2,"",1992,2,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1980,12,1,0,"weaker",988,1,2.484906649788,0,0,1,0,1
"305",305,305,412,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Islami-yi Afghanistan","1141","",2,"",1995,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1980,15,2,0,"weaker",990,1,2.70805020110221,0,0,1,0,1
"306",306,306,412,"1-137","Afghanistan","Government of Afghanistan","Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan","1141","",2,"",2013,1,"700","339, 371, 900, 305, 373, 211, 346, 355, 20, 344, 316, 390, 92, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 367, 368, 212, 343, 820, 712, 341, 210, 920, 385, 290, 235, 360, 830, 317, 349, 732, 230, 380, 972, 640, 369, 696, 200, 2","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1980,33,5,1,"parity",991,1,3.49650756146648,0,1,0,1,0
"307",307,307,412,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Islami-yi Afghanistan","1141","",2,"",1993,2,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1980,13,1,0,"weaker",994,1,2.56494935746154,0,0,1,0,1
"308",308,308,412,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Islami-yi Afghanistan","1141","",2,"",2003,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",1980,23,3,1,"parity",995,1,3.13549421592915,0,0,1,0,0
"309",309,309,412,"1-137","Afghanistan","Government of Afghanistan","Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan","1141","",2,"",2011,1,"700","339, 371, 900, 305, 373, 211, 346, 355, 20, 344, 316, 390, 92, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 367, 368, 212, 343, 820, 712, 341, 210, 920, 385, 290, 235, 360, 830, 317, 349, 732, 230, 380, 972, 640, 369, 696, 200, 2","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1980,31,5,1,"parity",997,0,3.43398720448515,0,1,0,0,0
"310",310,310,412,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Islami-yi Afghanistan","1141","",2,"",1990,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1980,10,1,0,"weaker",1000,0,2.30258509299405,0,0,1,0,0
"311",311,311,412,"1-137","Afghanistan","Government of Afghanistan","Government of Russia (Soviet Union)","Hizb-i Islami-yi Afghanistan","1141","",2,"",1989,1,"700","365","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1980,9,1,0,"weaker",1002,0,2.19722457733622,0,1,0,0,0
"312",312,312,413,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Wahdat","1142","",2,"",1991,1,"700","","","","700","3",0,"1.0-2016",1,"Originally formed to unite eight of the Iranian based Shi'a groups in the run up to the anticipated collapse of the communist government. ",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1989,2,1,0,"parity",1003,0,0.693147180559945,0,0,1,0,1
"313",313,313,413,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Wahdat","1142","",2,"",1995,1,"700","","","","700","3",0,"1.0-2016",1,"Originally formed to unite eight of the Iranian based Shi'a groups in the run up to the anticipated collapse of the communist government. ",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1989,6,2,0,"parity",1004,1,1.79175946922805,0,0,1,0,1
"314",314,314,413,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Wahdat","1142","",2,"",1993,1,"700","","","","700","3",0,"1.0-2016",1,"Originally formed to unite eight of the Iranian based Shi'a groups in the run up to the anticipated collapse of the communist government. ",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1989,4,1,0,"parity",1005,1,1.38629436111989,0,0,1,0,1
"315",315,315,413,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Wahdat","1142","",2,"",1990,1,"700","","","","700","3",0,"1.0-2016",1,"Originally formed to unite eight of the Iranian based Shi'a groups in the run up to the anticipated collapse of the communist government. ",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1989,1,1,0,"parity",1006,1,0,0,0,1,0,0
"316",316,316,413,"1-137","Afghanistan","Government of Afghanistan","Government of Russia (Soviet Union)","Hizb-i Wahdat","1142","",2,"",1989,1,"700","365","","","700","3",0,"1.0-2016",1,"Originally formed to unite eight of the Iranian based Shi'a groups in the run up to the anticipated collapse of the communist government. ",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1989,0,1,0,"parity",1007,0,0,0,1,0,0,0
"317",317,317,413,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Wahdat","1142","",2,"",1994,1,"700","","","","700","3",0,"1.0-2016",1,"Originally formed to unite eight of the Iranian based Shi'a groups in the run up to the anticipated collapse of the communist government. ",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1989,5,1,0,"parity",1008,0,1.6094379124341,0,0,1,0,1
"318",318,318,413,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Wahdat","1142","",2,"",1992,1,"700","","","","700","3",0,"1.0-2016",1,"Originally formed to unite eight of the Iranian based Shi'a groups in the run up to the anticipated collapse of the communist government. ",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1989,3,1,0,"parity",1009,1,1.09861228866811,0,0,1,0,1
"319",319,319,422,"1-137","Afghanistan","Government of Afghanistan","","Junbish-i Milli-yi Islami","1144","",2,"",1995,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1993,2,2,0,"parity",1014,1,0.693147180559945,0,0,1,0,1
"320",320,320,422,"1-137","Afghanistan","Government of Afghanistan","","Junbish-i Milli-yi Islami","1144","",2,"",1994,2,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1993,1,1,0,"parity",1015,1,0,0,0,1,0,1
"321",321,321,422,"1-137","Afghanistan","Government of Afghanistan","","Junbish-i Milli-yi Islami","1144","",2,"",1993,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1993,0,1,0,"parity",1016,1,0,0,0,1,0,1
"322",322,322,423,"1-137","Afghanistan","Government of Afghanistan","","UIFSA","1147","",2,"",1996,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,0,0,0,NA,"Central/South Asia",NA,6,1,1,0,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1996,0,2,0,NA,1017,1,0,0,0,1,0,0
"323",323,323,423,"1-137","Afghanistan","Government of Afghanistan","","UIFSA","1147","",2,"",1997,2,"700","","","","700","3",0,"1.0-2016",0,"",1,1,0,0,1,NA,"Central/South Asia",NA,6,1,1,0,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1996,1,2,0,NA,1018,0,0,0,0,1,0,1
"324",324,324,423,"1-137","Afghanistan","Government of Afghanistan","","UIFSA","1147","",2,"",1998,2,"700","","","","700","3",0,"1.0-2016",0,"",1,1,0,0,1,NA,"Central/South Asia",NA,6,1,1,0,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1996,2,2,0,NA,1019,1,0.693147180559945,0,0,1,0,1
"325",325,325,423,"1-137","Afghanistan","Government of Afghanistan","","UIFSA","1147","",2,"",1999,2,"700","","","","700","3",0,"1.0-2016",0,"",1,1,0,0,1,NA,"Central/South Asia",NA,6,1,1,0,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1996,3,2,0,NA,1020,1,1.09861228866811,0,0,1,0,1
"326",326,326,423,"1-137","Afghanistan","Government of Afghanistan","","UIFSA","1147","",2,"",2000,2,"700","","","","700","3",0,"1.0-2016",0,"",1,1,0,0,1,NA,"Central/South Asia",NA,6,1,1,0,1,0,0,1,0,0,0,1,"Southern Asia","Asia",1996,4,3,0,NA,1021,1,1.38629436111989,0,0,1,0,1
"327",327,327,423,"1-137","Afghanistan","Government of Afghanistan","","UIFSA","1147","Government of Iran",2,"",2001,2,"700","","","630","700","3",0,"1.0-2016",0,"",1,1,0,0,0,NA,"Central/South Asia",NA,6,1,1,0,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1996,5,3,0,NA,1022,1,1.6094379124341,0,1,0,0,0
"328",328,328,476,"1-137","Afghanistan","Government of Afghanistan","","Military faction (forces of Shahnawaz Tanay)","1143","",2,"",1990,1,"700","","","","700","3",0,"1.0-2016",0,"",0,0,0,0,0,NA,"Central/South Asia",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Southern Asia","Asia",1990,0,1,0,"weaker",1112,0,0,0,0,1,0,0
"329",329,329,732,"1-137","Afghanistan","Government of Afghanistan","Government of Russia (Soviet Union)","Mahaz-i Milli-yi Islami-yi Afghanistan ","1138","",2,"",1989,1,"700","365","","","700","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"Central/South Asia",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Southern Asia","Asia",1980,9,1,0,"much weaker",1191,0,2.19722457733622,0,1,0,0,0
"330",330,330,760,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Islami-yi Afghanistan - Khalis faction","1136","",2,"",1990,1,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1980,10,1,0,"much weaker",1194,0,2.30258509299405,0,0,1,0,0
"331",331,331,760,"1-137","Afghanistan","Government of Afghanistan","","Hizb-i Islami-yi Afghanistan - Khalis faction","1136","",2,"",1991,2,"700","","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1980,11,1,0,"much weaker",1195,0,2.39789527279837,0,0,1,0,0
"332",332,332,760,"1-137","Afghanistan","Government of Afghanistan","Government of Russia (Soviet Union)","Hizb-i Islami-yi Afghanistan - Khalis faction","1136","",2,"",1989,2,"700","365","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",1980,9,1,0,"much weaker",1196,0,2.19722457733622,0,1,0,0,0
"333",333,333,262,"1-139","India","Government of India","","ATTF","1149","",1,"Tripura",1997,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,5,2,0,"much weaker",499,NA,1.6094379124341,0,0,1,0,0
"334",334,334,262,"1-139","India","Government of India","","ATTF","1149","",1,"Tripura",1992,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,0,1,0,"much weaker",500,0,0,0,0,1,0,0
"335",335,335,269,"1-139","India","Government of India","","NLFT","1150","",1,"Tripura",1997,1,"750","","","","750","3",0,"1.0-2016",1,"",1,0,0,1,0,NA,"South Asia",NA,5,0,0,1,NA,0,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,5,2,0,NA,501,0,1.6094379124341,0,0,1,0,0
"336",336,336,269,"1-139","India","Government of India","","NLFT","1150","",1,"Tripura",1999,1,"750","","","","750","3",0,"1.0-2016",1,"",1,0,0,1,0,NA,"South Asia",NA,5,0,0,1,NA,0,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,7,2,0,NA,502,0,1.94591014905531,0,0,1,0,0
"337",337,337,269,"1-139","India","Government of India","","NLFT","1150","",1,"Tripura",2000,1,"750","","","","750","3",0,"1.0-2016",1,"",1,0,0,1,0,NA,"South Asia",NA,5,0,0,1,NA,0,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,8,3,0,NA,503,0,2.07944154167984,0,0,1,0,0
"338",338,338,269,"1-139","India","Government of India","","NLFT","1150","",1,"Tripura",2001,1,"750","","","","750","3",0,"1.0-2016",1,"",1,0,0,1,0,NA,"South Asia",NA,5,0,0,1,NA,0,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,9,3,0,NA,504,0,2.19722457733622,0,0,1,0,0
"339",339,339,269,"1-139","India","Government of India","","NLFT","1150","",1,"Tripura",2002,1,"750","","","","750","3",0,"1.0-2016",1,"",1,0,0,1,0,NA,"South Asia",NA,5,0,0,1,NA,0,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,10,3,1,NA,505,0,2.30258509299405,0,0,1,0,0
"340",340,340,269,"1-139","India","Government of India","","NLFT","1150","",1,"Tripura",2003,1,"750","","","","750","3",0,"1.0-2016",1,"",1,0,0,1,0,NA,"South Asia",NA,5,0,0,1,NA,0,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,11,3,1,NA,506,0,2.39789527279837,0,0,1,0,0
"341",341,341,11299,"1-139","India","Government of India","","NLFT-B","2939","",1,"Tripura",2004,1,"750","","","","750","3",0,"1.0-2016",1,"",1,0,0,1,0,NA,"South Asia",NA,5,0,0,1,NA,0,NA,0,1,NA,NA,1,"Southern Asia","Asia",2003,1,3,1,NA,1366,0,0,0,0,1,0,0
"342",342,342,231,"1-140","Nicaragua","Government of Nicaragua","","Contras/FDN","1620","",2,"",1990,1,"93","","","","93","5",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Central America",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Central America","Americas",1982,8,1,0,"weaker",366,NA,2.07944154167984,0,0,1,0,1
"343",343,343,231,"1-140","Nicaragua","Government of Nicaragua","","Contras/FDN","1620","",2,"",1989,1,"93","","","","93","5",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Central America",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Central America","Americas",1982,7,1,0,"weaker",367,1,1.94591014905531,0,0,1,0,0
"344",344,344,207,"1-141","Somalia","Government of Somalia","","SNM","1350","",2,"",1991,1,"520","","","","520","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Africa","Africa",1982,9,1,0,"weaker",304,NA,2.19722457733622,0,0,1,0,0
"345",345,345,207,"1-141","Somalia","Government of Somalia","","SNM","1350","",2,"",1989,1,"520","","","","520","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Africa","Africa",1982,7,1,0,"weaker",305,0,1.94591014905531,0,0,1,0,0
"346",346,346,207,"1-141","Somalia","Government of Somalia","","SNM","1350","",2,"",1990,2,"520","","","","520","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Africa","Africa",1982,8,1,0,"weaker",306,0,2.07944154167984,0,0,1,0,0
"347",347,347,208,"1-141","Somalia","Government of Somalia","","SPM","1351","",2,"",1991,1,"520","","","","520","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Africa","Africa",1989,2,1,0,"weaker",307,0,0.693147180559945,0,0,1,0,0
"348",348,348,208,"1-141","Somalia","Government of Somalia","","SPM","1351","",2,"",1990,1,"520","","","","520","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Africa","Africa",1989,1,1,0,"weaker",308,0,0,0,0,1,0,0
"349",349,349,208,"1-141","Somalia","Government of Somalia","","SPM","1351","",2,"",1989,1,"520","","","","520","4",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Africa","Africa",1989,0,1,0,"weaker",309,0,0,0,0,1,0,0
"350",350,350,210,"1-141","Somalia","Government of Somalia","","USC/SSA","1352","",2,"",1990,2,"520","","","","520","4",NA,"1.0-2016",0,"With its base centered on the Hawiye clan, the United Somali Congress' political wing was founded in Rome in January, 1987. ",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Africa","Africa",1990,0,1,0,"much weaker",310,0,0,0,0,1,0,0
"351",351,351,210,"1-141","Somalia","Government of Somalia","","USC/SSA","1352","",2,"",1991,2,"520","","","","520","4",NA,"1.0-2016",0,"With its base centered on the Hawiye clan, the United Somali Congress' political wing was founded in Rome in January, 1987. ",0,0,NA,0,0,NA,"Northern Africa",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Africa","Africa",1990,1,1,0,"much weaker",311,0,0,0,0,1,0,0
